Stimulus,CID,Concentration,FLOWER,GRASS,WOOD,DECAYED,AMMONIA/URINOUS,SWEATY,MUSKY,WARM,ACID,BURNT,SOUR,COLD,SPICES,GARLIC,FISH,FRUIT,SWEET,BAKERY,EDIBLE,CHEMICAL
182,356,0.001,0.0625,0.0,0.5625,0.0,1.8125,3.4375,6.9375,1.5625,4.0,2.0625,4.8125,7.6875,2.0625,2.8125,0.0,0.0,8.5,0.0,0.0,9.6875
183,8125,0.001,2.1707317073170733,1.951219512195122,0.7317073170731707,3.1219512195121952,1.8780487804878048,2.2195121951219514,4.536585365853658,0.926829268292683,5.634146341463414,3.8048780487804876,9.926829268292684,6.975609756097561,4.829268292682927,3.975609756097561,0.8292682926829268,0.7073170731707317,3.6097560975609757,1.7560975609756098,6.341463414634147,12.292682926829269
184,8125,1e-05,2.9696969696969697,0.9090909090909091,3.8484848484848486,3.8484848484848486,2.1515151515151514,3.3636363636363638,11.0,3.787878787878788,4.636363636363637,4.333333333333333,5.151515151515151,5.424242424242424,3.3636363636363638,4.242424242424242,2.9696969696969697,4.878787878787879,6.96969696969697,4.121212121212121,4.666666666666667,10.424242424242424
185,8129,0.001,11.381818181818181,5.6,2.4545454545454546,2.618181818181818,9.909090909090908,2.709090909090909,4.781818181818182,5.7272727272727275,11.927272727272728,5.490909090909091,7.636363636363637,7.109090909090909,6.8545454545454545,1.0545454545454545,0.6363636363636364,8.381818181818181,13.8,0.8181818181818182,6.054545454545455,23.036363636363635
186,8129,1e-05,7.195121951219512,4.609756097560975,0.5121951219512195,2.341463414634146,1.8780487804878048,3.2439024390243905,3.3658536585365852,9.487804878048781,4.780487804878049,3.2439024390243905,5.804878048780488,3.8780487804878048,2.6341463414634148,1.2926829268292683,0.1951219512195122,10.463414634146341,13.365853658536585,2.682926829268293,4.219512195121951,14.292682926829269
187,14228,1e-05,4.105263157894737,2.4210526315789473,1.5789473684210527,0.42105263157894735,2.6315789473684212,10.105263157894736,1.0,6.947368421052632,2.473684210526316,2.4210526315789473,7.526315789473684,3.6315789473684212,4.421052631578948,3.8421052631578947,3.1578947368421053,0.7894736842105263,8.157894736842104,2.3684210526315788,0.3684210526315789,10.105263157894736
188,14228,0.001,11.642857142857142,10.142857142857142,2.7142857142857144,0.0,0.0,3.857142857142857,4.357142857142857,3.5714285714285716,4.571428571428571,0.21428571428571427,6.071428571428571,7.214285714285714,6.714285714285714,0.7142857142857143,0.0,8.928571428571429,14.571428571428571,0.0,1.5,1.7857142857142858
189,5368076,0.001,6.022222222222222,4.644444444444445,2.488888888888889,3.7111111111111112,0.5555555555555556,1.9111111111111112,5.5777777777777775,2.2666666666666666,5.311111111111111,3.4444444444444446,9.777777777777779,0.8222222222222222,2.2444444444444445,0.5333333333333333,0.1111111111111111,14.71111111111111,17.57777777777778,2.2666666666666666,8.177777777777777,10.2
190,5368076,1e-05,5.481481481481482,1.5925925925925926,1.2222222222222223,0.7407407407407407,0.037037037037037035,0.1111111111111111,3.6296296296296298,2.259259259259259,2.3333333333333335,0.48148148148148145,2.4814814814814814,5.111111111111111,2.0,2.074074074074074,0.48148148148148145,7.7407407407407405,5.888888888888889,0.14814814814814814,2.074074074074074,12.88888888888889
191,8137,0.001,8.692307692307692,6.961538461538462,1.25,0.46153846153846156,1.3653846153846154,1.1153846153846154,3.3461538461538463,5.038461538461538,0.7884615384615384,1.1923076923076923,6.615384615384615,3.75,1.7307692307692308,1.8653846153846154,0.019230769230769232,19.03846153846154,19.23076923076923,4.9423076923076925,14.884615384615385,4.480769230769231
192,8137,1e-05,6.384615384615385,9.807692307692308,2.519230769230769,2.8653846153846154,2.5,2.5384615384615383,3.1153846153846154,4.538461538461538,4.923076923076923,2.6923076923076925,5.5576923076923075,5.0,4.826923076923077,0.4230769230769231,0.5,13.076923076923077,11.615384615384615,2.423076923076923,6.6923076923076925,5.096153846153846
193,957,1e-05,6.0,0.4074074074074074,5.407407407407407,2.5555555555555554,5.0,2.5185185185185186,4.185185185185185,8.037037037037036,3.2962962962962963,2.3333333333333335,5.037037037037037,0.07407407407407407,7.37037037037037,1.6666666666666667,0.3333333333333333,6.888888888888889,9.88888888888889,0.6666666666666666,3.8518518518518516,12.037037037037036
194,957,0.001,3.8703703703703702,2.9444444444444446,2.2777777777777777,1.5555555555555556,6.7407407407407405,1.0740740740740742,9.61111111111111,1.1666666666666667,7.944444444444445,5.407407407407407,7.351851851851852,8.166666666666666,2.9814814814814814,0.2962962962962963,0.037037037037037035,4.962962962962963,9.61111111111111,0.037037037037037035,2.1296296296296298,16.0
195,14257,0.1,1.836734693877551,2.8979591836734695,5.204081632653061,5.489795918367347,2.2653061224489797,1.9591836734693877,8.89795918367347,2.0,5.26530612244898,8.83673469387755,7.061224489795919,1.3061224489795917,1.6734693877551021,1.6326530612244898,0.0,0.40816326530612246,1.0,0.6530612244897959,0.0,15.224489795918368
196,14257,0.001,4.25,2.5,5.458333333333333,0.0,0.0,1.9166666666666667,7.625,4.541666666666667,0.4583333333333333,2.75,2.0833333333333335,0.125,5.208333333333333,0.3333333333333333,0.0,0.0,5.208333333333333,6.958333333333333,9.958333333333334,7.083333333333333
197,8159,0.1,8.38888888888889,2.2962962962962963,0.7592592592592593,4.814814814814815,8.61111111111111,2.574074074074074,2.4074074074074074,1.8703703703703705,8.61111111111111,2.8333333333333335,6.888888888888889,7.7592592592592595,3.4814814814814814,2.1666666666666665,0.25925925925925924,12.5,23.0,0.46296296296296297,5.648148148148148,26.296296296296298
198,8159,0.001,11.432432432432432,3.945945945945946,0.5675675675675675,0.6216216216216216,0.05405405405405406,1.162162162162162,1.6216216216216217,4.945945945945946,2.810810810810811,1.6486486486486487,5.081081081081081,5.351351351351352,0.7027027027027027,2.1621621621621623,0.05405405405405406,15.45945945945946,30.243243243243242,2.7837837837837838,10.405405405405405,9.91891891891892
199,8163,0.001,8.0,4.333333333333333,1.1944444444444444,4.0,0.08333333333333333,4.305555555555555,6.194444444444445,2.9166666666666665,0.6944444444444444,0.9444444444444444,6.638888888888889,3.638888888888889,8.61111111111111,0.4444444444444444,1.9166666666666667,1.0555555555555556,9.944444444444445,1.3611111111111112,8.222222222222221,5.611111111111111
200,8163,0.1,6.471698113207547,2.981132075471698,1.169811320754717,1.849056603773585,7.415094339622642,2.452830188679245,7.377358490566038,4.584905660377358,9.660377358490566,3.2452830188679247,7.69811320754717,6.773584905660377,6.09433962264151,2.018867924528302,0.7924528301886793,6.981132075471698,13.60377358490566,0.018867924528301886,7.90566037735849,16.22641509433962
201,14286,0.001,0.2909090909090909,0.6545454545454545,5.545454545454546,0.6727272727272727,1.4363636363636363,2.1636363636363636,4.8545454545454545,6.363636363636363,0.9454545454545454,4.872727272727273,2.381818181818182,3.109090909090909,10.345454545454546,1.9272727272727272,0.21818181818181817,0.01818181818181818,5.236363636363636,12.981818181818182,22.818181818181817,2.0727272727272728
202,14286,1e-05,0.25925925925925924,2.4074074074074074,3.814814814814815,3.111111111111111,1.537037037037037,3.611111111111111,8.555555555555555,10.722222222222221,1.8148148148148149,10.38888888888889,4.888888888888889,0.05555555555555555,10.518518518518519,5.611111111111111,0.5370370370370371,0.14814814814814814,6.074074074074074,11.12962962962963,17.62962962962963,6.0
203,8174,1e-05,5.571428571428571,3.5714285714285716,3.107142857142857,1.3214285714285714,4.607142857142857,1.3214285714285714,4.607142857142857,2.357142857142857,4.428571428571429,1.8928571428571428,7.535714285714286,7.357142857142857,7.357142857142857,2.3214285714285716,2.1785714285714284,3.1785714285714284,9.071428571428571,0.0,0.10714285714285714,7.107142857142857
204,8174,0.001,3.1372549019607843,2.156862745098039,2.411764705882353,2.196078431372549,9.019607843137255,1.0784313725490196,3.7058823529411766,1.9607843137254901,11.470588235294118,0.9607843137254902,6.254901960784314,6.313725490196078,0.803921568627451,1.7450980392156863,0.0392156862745098,1.6666666666666667,7.078431372549019,0.0392156862745098,0.4117647058823529,20.45098039215686
205,8175,0.001,1.574468085106383,0.02127659574468085,2.702127659574468,3.25531914893617,2.5531914893617023,6.148936170212766,10.787234042553191,2.297872340425532,3.148936170212766,3.3191489361702127,9.53191489361702,2.765957446808511,6.127659574468085,3.127659574468085,1.5957446808510638,0.02127659574468085,1.297872340425532,0.7659574468085106,0.2765957446808511,17.085106382978722
206,8175,0.1,0.6296296296296297,0.9814814814814815,4.2592592592592595,1.5,4.351851851851852,2.0185185185185186,3.9814814814814814,3.5925925925925926,7.648148148148148,5.62962962962963,7.074074074074074,3.425925925925926,1.0925925925925926,1.1481481481481481,1.0555555555555556,1.7592592592592593,3.185185185185185,0.9259259259259259,1.8148148148148149,21.01851851851852
207,8180,0.001,0.0,0.0,3.5510204081632653,4.1020408163265305,1.6122448979591837,4.8979591836734695,12.326530612244898,0.46938775510204084,5.448979591836735,5.020408163265306,8.959183673469388,3.204081632653061,3.693877551020408,3.306122448979592,0.9183673469387755,0.4897959183673469,1.653061224489796,1.836734693877551,2.938775510204082,15.346938775510203
208,8180,0.1,0.9814814814814815,0.2777777777777778,5.87037037037037,3.037037037037037,11.25925925925926,6.537037037037037,17.925925925925927,4.074074074074074,10.296296296296296,5.12962962962963,10.24074074074074,2.0555555555555554,4.037037037037037,3.3518518518518516,0.2777777777777778,0.6111111111111112,2.1666666666666665,0.018518518518518517,0.4074074074074074,22.01851851851852
209,14296,0.001,5.206896551724138,0.4482758620689655,3.793103448275862,0.3793103448275862,3.3448275862068964,5.551724137931035,5.655172413793103,4.137931034482759,1.3793103448275863,4.758620689655173,7.827586206896552,4.482758620689655,4.586206896551724,4.241379310344827,1.793103448275862,5.068965517241379,5.9655172413793105,0.7931034482758621,6.896551724137931,6.241379310344827
210,14296,0.1,2.018181818181818,3.7454545454545456,2.1272727272727274,3.963636363636364,8.6,2.8181818181818183,10.527272727272727,6.6,6.818181818181818,6.4,10.527272727272727,2.4909090909090907,3.8545454545454545,1.690909090909091,0.6727272727272727,3.1818181818181817,9.127272727272727,3.109090909090909,4.781818181818182,14.018181818181818
211,8184,0.1,4.849056603773585,2.0,1.0566037735849056,2.0377358490566038,7.849056603773585,4.3584905660377355,4.226415094339623,2.1320754716981134,6.735849056603773,0.6037735849056604,2.7735849056603774,5.90566037735849,1.0566037735849056,0.03773584905660377,0.018867924528301886,3.5283018867924527,8.528301886792454,0.018867924528301886,0.03773584905660377,21.71698113207547
212,8184,0.001,5.9787234042553195,2.6808510638297873,1.2127659574468086,3.595744680851064,6.0,2.8297872340425534,5.1063829787234045,2.723404255319149,5.212765957446808,0.6595744680851063,3.234042553191489,4.468085106382978,2.851063829787234,1.851063829787234,0.0851063829787234,0.9787234042553191,7.340425531914893,0.6170212765957447,0.19148936170212766,10.53191489361702
213,8186,1e-05,12.842105263157896,5.947368421052632,0.0,0.9473684210526315,1.105263157894737,4.368421052631579,5.421052631578948,6.631578947368421,1.1578947368421053,2.1052631578947367,1.631578947368421,1.5789473684210527,6.947368421052632,5.2631578947368425,0.0,3.6842105263157894,6.421052631578948,2.8947368421052633,2.8421052631578947,5.7894736842105265
214,8186,0.001,5.16,0.38,4.8,5.62,4.18,8.06,5.44,4.92,5.2,5.7,6.26,3.3,2.72,2.16,0.46,3.9,4.0,0.0,2.92,16.52
215,62374,1e-05,2.59375,1.0,4.59375,3.15625,2.71875,0.5,4.15625,5.125,3.125,0.375,4.0,2.1875,0.65625,2.34375,0.03125,0.03125,8.84375,0.15625,6.0625,10.1875
216,62374,0.001,4.551020408163265,3.8979591836734695,4.857142857142857,3.3469387755102042,2.877551020408163,2.7346938775510203,8.122448979591837,1.8979591836734695,4.775510204081633,0.9387755102040817,7.387755102040816,3.5918367346938775,4.469387755102041,0.9795918367346939,1.0204081632653061,2.489795918367347,8.040816326530612,0.02040816326530612,3.1020408163265305,11.73469387755102
217,8193,0.001,2.5714285714285716,2.9047619047619047,5.476190476190476,0.9047619047619048,3.0476190476190474,3.0952380952380953,4.666666666666667,4.0,2.2857142857142856,7.238095238095238,3.4761904761904763,3.142857142857143,2.3333333333333335,4.523809523809524,4.095238095238095,1.0476190476190477,4.809523809523809,1.0,1.5714285714285714,6.238095238095238
218,8193,0.1,6.5,6.434782608695652,2.5217391304347827,3.717391304347826,6.326086956521739,2.3260869565217392,7.673913043478261,4.869565217391305,8.782608695652174,1.434782608695652,4.608695652173913,5.021739130434782,4.521739130434782,1.108695652173913,0.782608695652174,3.130434782608696,6.956521739130435,0.021739130434782608,0.43478260869565216,15.23913043478261
219,62375,1e-05,2.8947368421052633,1.4736842105263157,3.263157894736842,0.9210526315789473,1.868421052631579,5.842105263157895,3.8947368421052633,5.973684210526316,1.9210526315789473,4.131578947368421,6.2368421052631575,3.3947368421052633,2.973684210526316,1.131578947368421,0.0,0.2894736842105263,7.7631578947368425,3.0789473684210527,2.4473684210526314,8.131578947368421
220,62375,0.001,2.9074074074074074,2.2037037037037037,1.2777777777777777,2.2777777777777777,6.833333333333333,2.1296296296296298,4.555555555555555,4.425925925925926,11.092592592592593,3.074074074074074,9.11111111111111,5.796296296296297,4.777777777777778,3.740740740740741,0.9629629629629629,1.9444444444444444,5.111111111111111,0.07407407407407407,2.425925925925926,22.25925925925926
221,8205,1e-05,5.153846153846154,0.6923076923076923,3.1538461538461537,3.269230769230769,1.8461538461538463,3.3076923076923075,4.769230769230769,2.076923076923077,3.576923076923077,2.5384615384615383,3.6153846153846154,3.3846153846153846,5.884615384615385,2.076923076923077,1.1153846153846154,0.0,7.538461538461538,0.11538461538461539,5.923076923076923,3.423076923076923
222,8205,0.001,6.636363636363637,0.0,3.9393939393939394,2.8484848484848486,3.4545454545454546,2.727272727272727,5.454545454545454,3.4545454545454546,2.9393939393939394,6.575757575757576,5.363636363636363,4.393939393939394,3.1818181818181817,1.7272727272727273,0.0,0.8484848484848485,5.96969696969697,2.5757575757575757,2.727272727272727,3.484848484848485
223,62378,0.001,8.320754716981131,4.716981132075472,1.3584905660377358,1.8867924528301887,3.6792452830188678,1.7169811320754718,4.886792452830188,4.754716981132075,3.339622641509434,5.735849056603773,3.018867924528302,3.943396226415094,7.754716981132075,1.490566037735849,0.03773584905660377,3.207547169811321,9.528301886792454,0.0,7.245283018867925,10.830188679245284
224,62378,1e-05,5.756756756756757,4.756756756756757,0.16216216216216217,1.864864864864865,5.27027027027027,2.0,5.243243243243243,2.135135135135135,2.72972972972973,1.5675675675675675,5.405405405405405,2.189189189189189,3.5945945945945947,0.0,0.0,6.216216216216216,8.243243243243244,5.513513513513513,11.675675675675675,9.675675675675675
225,14328,0.1,1.1296296296296295,0.18518518518518517,8.518518518518519,4.462962962962963,7.296296296296297,3.7777777777777777,9.61111111111111,6.648148148148148,4.2407407407407405,7.666666666666667,8.055555555555555,0.2222222222222222,5.018518518518518,2.759259259259259,0.6666666666666666,1.3703703703703705,8.444444444444445,3.074074074074074,5.444444444444445,11.75925925925926
226,14328,0.001,9.62962962962963,4.888888888888889,2.6296296296296298,4.962962962962963,5.518518518518518,5.074074074074074,9.037037037037036,3.3333333333333335,0.5555555555555556,7.296296296296297,5.962962962962963,3.8518518518518516,4.148148148148148,4.666666666666667,2.5555555555555554,0.037037037037037035,8.296296296296296,4.851851851851852,5.555555555555555,11.0
227,8294,1e-05,4.95,1.95,7.45,9.5,4.1,1.3,4.4,2.15,2.15,4.75,12.9,1.55,3.65,2.8,2.35,0.0,6.95,0.8,1.4,8.85
228,8294,0.001,6.085714285714285,7.742857142857143,3.742857142857143,1.8571428571428572,0.8571428571428571,4.142857142857143,4.085714285714285,1.8,3.142857142857143,2.085714285714286,8.142857142857142,2.1142857142857143,2.8857142857142857,2.7142857142857144,1.2,5.142857142857143,6.6,0.0,2.742857142857143,5.571428571428571
229,8363,0.001,9.558823529411764,1.588235294117647,0.8823529411764706,3.0588235294117645,5.5588235294117645,3.823529411764706,5.147058823529412,3.7941176470588234,3.4411764705882355,2.2941176470588234,7.882352941176471,6.117647058823529,5.529411764705882,1.8823529411764706,0.0,1.411764705882353,12.264705882352942,3.5588235294117645,1.2058823529411764,13.411764705882353
230,8363,0.1,12.08108108108108,6.756756756756757,2.5405405405405403,0.7567567567567568,3.027027027027027,2.4054054054054053,5.918918918918919,1.864864864864865,2.918918918918919,1.7297297297297298,7.54054054054054,1.6216216216216217,5.891891891891892,2.7027027027027026,1.0,0.05405405405405406,8.18918918918919,0.02702702702702703,2.810810810810811,8.108108108108109
231,8375,0.001,0.4909090909090909,0.07272727272727272,2.2181818181818183,2.3454545454545452,6.2727272727272725,2.2363636363636363,7.781818181818182,6.890909090909091,11.381818181818181,6.709090909090909,6.418181818181818,3.7454545454545456,4.381818181818182,0.18181818181818182,0.01818181818181818,1.6545454545454545,5.781818181818182,1.018181818181818,1.1818181818181819,25.636363636363637
232,8375,1e-05,2.693877551020408,1.346938775510204,1.6326530612244898,1.7142857142857142,6.122448979591836,3.510204081632653,6.530612244897959,4.244897959183674,4.959183673469388,3.8979591836734695,3.6530612244897958,2.4081632653061225,1.8571428571428572,2.9591836734693877,1.3673469387755102,0.30612244897959184,2.2244897959183674,0.0,0.42857142857142855,20.816326530612244
233,14491,1e-07,4.153846153846154,0.23076923076923078,4.115384615384615,0.0,1.8076923076923077,7.3076923076923075,6.153846153846154,2.3461538461538463,0.07692307692307693,4.615384615384615,4.615384615384615,3.1923076923076925,10.576923076923077,0.7307692307692307,0.11538461538461539,3.3076923076923075,4.6923076923076925,2.5384615384615383,9.576923076923077,7.884615384615385
234,14491,1e-05,0.8703703703703703,1.8518518518518519,2.0925925925925926,8.648148148148149,1.537037037037037,4.055555555555555,7.962962962962963,4.37037037037037,6.962962962962963,18.62962962962963,5.851851851851852,2.611111111111111,4.037037037037037,6.0,2.0555555555555554,0.018518518518518517,0.2962962962962963,3.740740740740741,7.444444444444445,7.7592592592592595
235,4133,0.001,6.0181818181818185,2.018181818181818,0.2545454545454545,1.4545454545454546,2.5636363636363635,0.7818181818181819,0.14545454545454545,5.490909090909091,3.381818181818182,0.8727272727272727,3.0545454545454547,6.909090909090909,7.072727272727272,0.01818181818181818,0.01818181818181818,2.727272727272727,19.818181818181817,1.0,11.090909090909092,15.072727272727272
236,4133,1e-05,12.090909090909092,1.2727272727272727,0.0,3.8636363636363638,1.7727272727272727,0.0,7.7272727272727275,0.8181818181818182,0.5454545454545454,0.09090909090909091,5.545454545454546,4.545454545454546,4.090909090909091,2.0454545454545454,0.0,2.272727272727273,9.363636363636363,2.6363636363636362,2.8181818181818183,7.5
237,14514,0.001,4.7407407407407405,0.5555555555555556,1.6481481481481481,4.407407407407407,5.666666666666667,2.685185185185185,9.851851851851851,6.018518518518518,10.185185185185185,8.425925925925926,8.703703703703704,2.574074074074074,1.2592592592592593,2.537037037037037,2.037037037037037,1.1666666666666667,7.648148148148148,2.1296296296296298,2.1296296296296298,25.296296296296298
238,14514,1e-05,3.9,3.8333333333333335,1.1666666666666667,0.23333333333333334,2.933333333333333,1.1,10.166666666666666,1.2,6.833333333333333,2.9,7.933333333333334,0.7666666666666667,1.7666666666666666,2.9,1.5666666666666667,0.03333333333333333,3.466666666666667,3.2666666666666666,6.4,3.3
239,3102,0.001,10.166666666666666,0.6111111111111112,0.9722222222222222,0.4166666666666667,0.3333333333333333,1.7777777777777777,1.1388888888888888,5.805555555555555,5.75,2.5277777777777777,1.75,5.583333333333333,7.388888888888889,0.6944444444444444,1.5,4.416666666666667,11.444444444444445,0.027777777777777776,2.611111111111111,17.194444444444443
240,3102,0.1,2.830188679245283,0.3018867924528302,5.547169811320755,3.3207547169811322,5.264150943396227,1.0566037735849056,3.339622641509434,4.226415094339623,14.584905660377359,9.49056603773585,3.792452830188679,6.9245283018867925,1.6603773584905661,0.4716981132075472,0.33962264150943394,3.2641509433962264,4.320754716981132,1.5471698113207548,0.7358490566037735,26.41509433962264
241,660,0.001,6.5636363636363635,2.0545454545454547,3.0,1.6363636363636365,2.327272727272727,0.9090909090909091,5.2727272727272725,8.472727272727273,3.4363636363636365,2.618181818181818,4.218181818181818,5.0,10.50909090909091,0.01818181818181818,0.01818181818181818,4.581818181818182,23.236363636363638,7.109090909090909,9.418181818181818,8.909090909090908
242,660,1e-05,8.681818181818182,3.0454545454545454,3.4318181818181817,0.20454545454545456,2.6363636363636362,0.7272727272727273,4.75,6.931818181818182,4.4772727272727275,3.9545454545454546,1.8181818181818181,0.7954545454545454,4.886363636363637,0.3181818181818182,0.36363636363636365,2.0454545454545454,11.659090909090908,13.181818181818182,9.181818181818182,4.0227272727272725
243,8419,0.001,4.975609756097561,7.317073170731708,3.1707317073170733,0.2682926829268293,0.8780487804878049,0.24390243902439024,5.682926829268292,3.048780487804878,1.5365853658536586,3.682926829268293,2.4634146341463414,1.853658536585366,7.0,1.2682926829268293,0.024390243902439025,0.8536585365853658,21.24390243902439,5.804878048780488,6.341463414634147,2.3902439024390243
244,8419,0.1,4.537037037037037,3.0555555555555554,1.2222222222222223,1.6851851851851851,0.4444444444444444,0.35185185185185186,0.018518518518518517,8.722222222222221,0.8703703703703703,3.740740740740741,1.3518518518518519,2.074074074074074,6.074074074074074,0.0,0.0,5.314814814814815,28.555555555555557,19.87037037037037,20.925925925925927,5.092592592592593
245,6114390,0.001,15.727272727272727,1.3818181818181818,4.236363636363636,0.6909090909090909,8.236363636363636,1.1090909090909091,4.090909090909091,11.981818181818182,1.9636363636363636,3.9272727272727272,1.8363636363636364,2.5454545454545454,13.127272727272727,0.6545454545454545,0.45454545454545453,5.254545454545455,20.98181818181818,6.2,8.2,8.709090909090909
246,6114390,1e-05,7.0,2.163265306122449,1.0408163265306123,0.7959183673469388,4.673469387755102,2.510204081632653,8.306122448979592,5.63265306122449,2.795918367346939,4.1020408163265305,3.183673469387755,2.6122448979591835,10.142857142857142,0.0,1.4081632653061225,1.510204081632653,15.020408163265307,8.918367346938776,8.83673469387755,3.2857142857142856
247,61048,0.1,6.111111111111111,2.7222222222222223,2.2037037037037037,2.888888888888889,2.925925925925926,1.3703703703703705,2.8703703703703702,2.6481481481481484,6.166666666666667,5.203703703703703,6.166666666666667,1.5,8.833333333333334,0.5185185185185185,0.16666666666666666,12.0,19.666666666666668,2.037037037037037,8.166666666666666,17.425925925925927
248,61048,0.001,4.361111111111111,4.111111111111111,1.6111111111111112,1.8333333333333333,4.333333333333333,0.4444444444444444,1.9444444444444444,8.277777777777779,6.777777777777778,5.694444444444445,4.25,10.86111111111111,4.777777777777778,0.8888888888888888,0.0,3.9166666666666665,9.416666666666666,0.0,4.083333333333333,14.5
249,2345,0.1,10.448979591836734,1.6326530612244898,2.5510204081632653,1.6326530612244898,3.306122448979592,1.346938775510204,10.755102040816327,4.3061224489795915,1.8571428571428572,2.693877551020408,4.755102040816326,6.244897959183674,2.9591836734693877,0.9795918367346939,2.2244897959183674,4.73469387755102,10.448979591836734,0.02040816326530612,1.469387755102041,16.857142857142858
250,2345,0.001,0.24,0.08,0.92,3.64,2.8,1.08,2.68,7.24,3.28,2.68,9.4,4.68,0.4,2.52,0.48,0.04,4.52,1.56,0.68,10.84
251,8438,0.001,9.931818181818182,1.4545454545454546,0.25,1.2272727272727273,1.2727272727272727,0.1590909090909091,2.3181818181818183,8.704545454545455,3.409090909090909,2.0,4.795454545454546,4.181818181818182,6.613636363636363,0.8181818181818182,1.1136363636363635,9.068181818181818,22.227272727272727,8.590909090909092,15.613636363636363,5.204545454545454
252,8438,0.1,6.851851851851852,0.7222222222222222,1.1851851851851851,0.018518518518518517,0.25925925925925924,0.6296296296296297,2.537037037037037,9.962962962962964,1.5,2.7222222222222223,1.6296296296296295,1.962962962962963,5.2407407407407405,0.018518518518518517,0.018518518518518517,10.333333333333334,29.25925925925926,13.62962962962963,12.62962962962963,10.944444444444445
253,637796,1e-05,0.19047619047619047,8.142857142857142,0.9047619047619048,0.7619047619047619,0.2857142857142857,1.0,5.857142857142857,0.6190476190476191,1.0476190476190477,1.0952380952380953,5.238095238095238,0.3333333333333333,2.761904761904762,2.380952380952381,0.6666666666666666,3.238095238095238,5.523809523809524,1.7619047619047619,1.9523809523809523,0.047619047619047616
254,637796,0.001,4.6,0.64,1.9,0.46,2.02,0.86,2.86,4.16,1.62,3.04,3.76,7.22,18.16,0.82,0.54,1.88,20.18,4.8,13.34,7.32
255,8452,0.1,0.36363636363636365,0.4909090909090909,1.3636363636363635,2.418181818181818,4.5636363636363635,3.2,9.963636363636363,1.490909090909091,18.236363636363638,5.345454545454546,3.727272727272727,2.4,1.5454545454545454,0.12727272727272726,0.2545454545454545,1.7454545454545454,1.8727272727272728,1.6,2.0545454545454547,25.10909090909091
256,8452,0.001,2.234042553191489,2.702127659574468,0.8723404255319149,2.6382978723404253,8.702127659574469,4.23404255319149,7.340425531914893,1.7446808510638299,7.340425531914893,1.3617021276595744,14.957446808510639,4.170212765957447,3.723404255319149,0.9361702127659575,0.6808510638297872,0.574468085106383,3.127659574468085,0.0,1.2553191489361701,12.446808510638299
257,8467,0.1,6.4,0.07272727272727272,0.8,0.03636363636363636,0.6909090909090909,0.01818181818181818,1.981818181818182,11.309090909090909,1.690909090909091,0.7454545454545455,2.1818181818181817,0.03636363636363636,1.509090909090909,0.21818181818181817,0.01818181818181818,4.454545454545454,32.58181818181818,22.327272727272728,28.618181818181817,1.1636363636363636
258,8467,0.001,4.685185185185185,0.018518518518518517,0.42592592592592593,0.46296296296296297,0.018518518518518517,0.018518518518518517,0.3333333333333333,12.518518518518519,0.018518518518518517,4.833333333333333,0.5555555555555556,1.4814814814814814,7.055555555555555,0.6296296296296297,0.018518518518518517,4.222222222222222,26.574074074074073,18.833333333333332,30.59259259259259,3.8518518518518516
259,1183,0.001,4.037037037037037,0.6111111111111112,0.018518518518518517,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.6481481481481481,12.981481481481481,0.42592592592592593,1.2592592592592593,0.42592592592592593,0.37037037037037035,2.2037037037037037,0.018518518518518517,0.018518518518518517,5.666666666666667,32.870370370370374,24.944444444444443,32.351851851851855,3.7777777777777777
260,1183,0.1,1.9245283018867925,0.5471698113207547,0.9056603773584906,0.018867924528301886,0.018867924528301886,0.018867924528301886,0.4528301886792453,14.981132075471699,0.018867924528301886,1.320754716981132,0.07547169811320754,0.7924528301886793,4.566037735849057,0.018867924528301886,0.018867924528301886,3.849056603773585,38.37735849056604,19.49056603773585,22.547169811320753,0.5660377358490566
261,8468,0.001,1.9393939393939394,2.515151515151515,1.7575757575757576,2.3636363636363638,1.303030303030303,4.878787878787879,8.575757575757576,3.1818181818181817,4.545454545454546,5.696969696969697,8.272727272727273,5.606060606060606,4.393939393939394,0.5757575757575758,0.12121212121212122,2.4545454545454546,5.424242424242424,1.8484848484848484,2.484848484848485,7.0606060606060606
262,8468,0.1,6.02,1.1,3.26,1.2,0.22,1.12,5.08,10.9,3.98,3.74,1.7,1.56,3.14,0.34,0.02,2.78,14.86,6.84,5.96,8.0
263,326,0.001,3.1020408163265305,1.7551020408163265,3.2448979591836733,0.7346938775510204,0.9591836734693877,0.10204081632653061,6.122448979591836,10.693877551020408,1.1224489795918366,4.081632653061225,5.224489795918367,0.08163265306122448,11.081632653061224,4.6938775510204085,2.306122448979592,0.7551020408163265,3.63265306122449,3.5714285714285716,20.857142857142858,4.816326530612245
264,326,1e-05,6.851851851851852,1.5185185185185186,2.740740740740741,0.37037037037037035,0.07407407407407407,0.6296296296296297,4.925925925925926,1.7777777777777777,1.8148148148148149,0.1111111111111111,3.2222222222222223,1.8518518518518519,2.6296296296296298,2.925925925925926,0.037037037037037035,2.259259259259259,11.962962962962964,0.7777777777777778,3.037037037037037,1.1851851851851851
