Subject,Stimulus,CID,Concentration,ACID,AMMONIA/URINOUS,BAKERY,BURNT,CHEMICAL,COLD,DECAYED,EDIBLE,FISH,FLOWER,FRUIT,GARLIC,GRASS,HOW FAMILIAR IS THE SMELL?,HOW PLEASANT IS THE SMELL?,HOW STRONG IS THE SMELL?,MUSKY,SOUR,SPICES,SWEATY,SWEET,WARM,WOOD
7,358,3893,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,11.0,23.0,0.0,0.0,0.0,48.0,0.0,0.0
7,359,8914,0.001,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,96.0,88.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0
7,360,8914,1e-05,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,83.0,26.0,19.0,0.0,0.0,12.0,0.0,0.0,0.0
7,361,8918,0.1,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,92.0,89.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0
7,362,8918,0.001,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,11.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
7,363,15037,0.001,0.0,0.0,29.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,25.0,0.0,0.0,90.0,91.0,90.0,0.0,0.0,26.0,0.0,48.0,0.0,0.0
7,364,15037,1e-05,0.0,0.0,0.0,0.0,75.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,11.0,14.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0
7,365,61771,0.001,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,68.0,93.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0
7,366,61771,0.1,34.0,59.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,367,145742,0.1,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,100.0,64.0,78.0,0.0,0.0,0.0,0.0,0.0
7,368,145742,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,100.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,369,8697,0.1,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,87.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,370,8697,0.001,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,371,994,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,39.0,41.0,18.0,0.0,0.0,4.0,0.0,0.0
7,372,994,0.1,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,11.0,80.0,28.0,69.0,0.0,12.0,0.0,4.0,0.0
7,373,9012,0.001,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,11.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0
7,374,9012,0.1,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,4.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0
7,375,9016,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7,376,9016,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,95.0,48.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0
7,377,9024,0.1,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,92.0,96.0,0.0,0.0,48.0,0.0,0.0,74.0,0.0
7,378,9024,0.001,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,88.0,100.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0
7,379,9025,0.001,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,90.0,82.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0
7,380,9025,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,36.0,26.0,6.0,0.0,0.0,27.0,23.0,0.0,0.0
7,381,5363491,0.1,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,31.0,36.0,0.0,45.0,0.0,0.0,0.0
7,382,5363491,0.001,0.0,0.0,0.0,0.0,0.0,0.0,54.0,3.0,0.0,0.0,0.0,0.0,0.0,90.0,86.0,14.0,34.0,52.0,0.0,0.0,58.0,36.0,0.0
7,383,165675,0.001,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,86.0,96.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0
7,384,165675,0.1,0.0,28.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,23.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,385,27440,0.001,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,99.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0
7,386,27440,1e-05,26.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,13.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,387,61809,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,86.0,25.0,100.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0
7,388,61809,1e-05,0.0,0.0,0.0,0.0,3.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,93.0,94.0,88.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0
7,389,27457,0.001,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0
7,390,27457,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,91.0,17.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,391,27458,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,7.0,85.0,31.0,0.0,0.0,0.0,12.0,0.0,0.0
7,392,27458,1e-05,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,84.0,32.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,393,15380,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,18.0,19.0,34.0,19.0,0.0,15.0,31.0,0.0,0.0
7,394,15380,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,16.0,71.0,39.0,69.0,0.0,0.0,0.0,0.0,0.0
7,395,565690,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,91.0,33.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
7,397,85522,0.001,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0
7,398,85522,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,99.0,49.0,65.0,0.0,0.0,0.0,0.0,0.0
7,399,15510,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,400,15510,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,93.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0
7,401,641256,1e-05,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,402,641256,0.001,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,4.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,403,15606,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,16.0,0.0,0.0,85.0,86.0,77.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0
7,404,15606,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,8.0,4.0,19.0,0.0,0.0,14.0,0.0,0.0,0.0
7,405,15654,0.001,0.0,22.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,6.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,406,15654,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,81.0,81.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0
7,407,15717,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,8.0,6.0,21.0,34.0,0.0,0.0,0.0,0.0,0.0
7,408,15717,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,15.0,34.0,44.0,0.0,0.0,0.0,0.0,0.0
7,409,440967,0.1,0.0,33.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,84.0,98.0,0.0,0.0,0.0,0.0,31.0,44.0,0.0
7,410,440967,0.001,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,411,519539,0.001,78.0,45.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,36.0,95.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0
7,412,519539,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,17.0,94.0,62.0,0.0,0.0,0.0,3.0,0.0,0.0
7,413,106997,0.001,52.0,59.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
7,414,106997,1e-05,34.0,84.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,415,5318599,1e-05,19.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,24.0,39.0,7.0,1.0,0.0,0.0,0.0,8.0,0.0
7,416,5318599,0.001,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,100.0,26.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0
7,417,61130,1e-05,0.0,36.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,11.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,419,62725,1e-05,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,84.0,14.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,420,62725,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,7.0,52.0,79.0,0.0,0.0,0.0,0.0,0.0
7,422,641423,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,1.0,32.0,26.0,0.0,22.0,0.0,43.0,0.0
7,423,16255,0.1,0.0,0.0,0.0,0.0,26.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,15.0,88.0,100.0,0.0,28.0,0.0,0.0,27.0,0.0,0.0
7,425,16324,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,43.0,0.0,0.0,5.0,100.0,92.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0
7,426,16324,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,16.0,0.0,0.0,0.0,0.0,83.0,15.0,77.0,29.0,0.0,0.0,2.0,0.0,28.0,0.0
7,427,89440,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,100.0,37.0,0.0,0.0,0.0,45.0,31.0,0.0,0.0
7,428,89440,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,87.0,74.0,27.0,27.0,0.0,0.0,0.0,29.0,0.0
7,429,16537,0.001,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,94.0,7.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0
7,431,61293,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,76.0,2.0,14.0,0.0,0.0,0.0,14.0,0.0,0.0
7,432,61293,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,16.0,0.0,0.0,90.0,92.0,30.0,0.0,0.0,0.0,0.0,37.0,34.0,0.0
7,433,1550470,0.001,39.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,91.0,93.0,0.0,0.0,0.0,59.0,33.0,0.0,0.0
7,434,1550470,1e-05,0.0,0.0,0.0,0.0,41.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,92.0,84.0,26.0,21.0,0.0,0.0,0.0,37.0,0.0,0.0
7,435,520108,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,98.0,66.0,68.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0
7,436,520108,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,96.0,9.0,100.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0
7,437,62444,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,9.0,0.0,0.0,0.0,0.0,85.0,0.0,99.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7,438,62444,0.001,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,94.0,0.0,66.0,0.0,0.0,0.0,57.0,0.0
7,439,88454,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,33.0,75.0,34.0,0.0,4.0,0.0,41.0,0.0,0.0
7,440,88454,1e-05,0.0,0.0,0.0,0.0,29.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,5.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0
7,441,32594,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,90.0,81.0,98.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0
7,442,32594,0.001,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,5.0,96.0,31.0,0.0,0.0,0.0,0.0,34.0,35.0
7,443,2733294,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,68.0,94.0,33.0,17.0,0.0,0.0,5.0,0.0,0.0
7,444,2733294,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,17.0,0.0,0.0,89.0,97.0,93.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0
7,445,8456,0.1,0.0,0.0,0.0,3.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,12.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
7,446,8456,0.001,0.0,0.0,0.0,0.0,53.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,9.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,448,5367706,0.001,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,17.0,79.0,24.0,0.0,0.0,2.0,0.0,0.0,0.0
7,449,595928,0.001,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,71.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,450,595928,1e-05,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0
7,451,220674,0.1,0.0,35.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,86.0,100.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0
7,452,220674,0.001,0.0,0.0,0.0,0.0,75.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,88.0,79.0,0.0,0.0,0.0,0.0,0.0,23.0,32.0,0.0
7,453,17525,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,93.0,86.0,92.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0
7,455,17617,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,3.0,100.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
7,456,17617,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,73.0,33.0,0.0,0.0,21.0,23.0,0.0,0.0
7,457,520296,1e-05,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,58.0,5.0,16.0,0.0,0.0,55.0,17.0,0.0,0.0
7,458,520296,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,81.0,59.0,47.0,0.0,41.0,33.0,0.0,0.0
7,459,62465,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,29.0,74.0,15.0,2.0,0.0,0.0,3.0,0.0,0.0
7,460,62465,1e-05,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,22.0,89.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0
7,461,93375,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,45.0,0.0,0.0,100.0,100.0,83.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0
7,462,93375,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,79.0,0.0,0.0,98.0,98.0,93.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
7,463,17898,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,98.0,87.0,87.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0
7,464,17898,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,95.0,14.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,465,62835,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,89.0,82.0,94.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
7,466,62835,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,77.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0
7,469,9261,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,67.0,0.0,0.0,0.0,0.0,68.0,46.0,0.0,0.0
7,471,18467,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,100.0,85.0,93.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0
7,472,18467,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,91.0,89.0,92.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0
7,473,3578033,1e-05,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,9.0,90.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0
7,474,3578033,0.001,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,475,18554,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,100.0,46.0,56.0,0.0,0.0,0.0,0.0,0.0
7,476,18554,0.001,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,6.0,70.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
7,477,18635,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,100.0,51.0,63.0,0.0,0.0,0.0,36.0,0.0
7,478,18635,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,95.0,19.0,25.0,0.0,0.0,0.0,43.0,0.0
7,479,61918,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,25.0,95.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0
7,480,61918,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,99.0,15.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,481,2969,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,32.0,2.0,1.0,38.0,0.0,36.0,0.0,0.0,0.0
7,482,2969,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,77.0,13.0,29.0,0.0,0.0,37.0,4.0,43.0,0.0
7,484,5365049,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,34.0,0.0,0.0,89.0,94.0,94.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0
7,485,18827,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,8.0,94.0,89.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0
7,486,18827,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,71.0,31.0,17.0,0.0,0.0,0.0,45.0,0.0,0.0
7,487,36822,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,91.0,71.0,32.0,0.0,0.0,18.0,36.0,0.0,0.0
7,488,36822,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,96.0,79.0,0.0,0.0,0.0,0.0,46.0,55.0,0.0
7,489,6999977,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,95.0,45.0,62.0,0.0,0.0,0.0,54.0,0.0
7,490,6999977,0.001,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,6.0,69.0,0.0,0.0,0.0,0.0,0.0
7,491,9589,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,89.0,11.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,492,9589,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,93.0,19.0,96.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0
7,493,61945,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,31.0,84.0,7.0,84.0,47.0,0.0,0.0,15.0,0.0,0.0,0.0
7,495,9609,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,77.0,0.0,22.0,0.0,0.0,0.0,36.0,0.0,0.0
7,496,9609,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,19.0,0.0,0.0,0.0,0.0,6.0,3.0,91.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
7,497,101604,1e-05,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,37.0,16.0,27.0,0.0,0.0,0.0,38.0,0.0,0.0
7,498,101604,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,27.0,10.0,11.0,0.0,0.0,0.0,59.0,0.0,0.0
7,499,19310,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,82.0,0.0,80.0,13.0,89.0,45.0,36.0,0.0,0.0,0.0,6.0,0.0
7,500,19310,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,22.0,0.0,0.0,4.0,0.0,5.0,0.0,99.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
7,501,2682,0.001,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,10.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,502,2682,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,91.0,90.0,85.0,0.0,0.0,0.0,0.0,63.0,48.0,0.0
